"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","geneid","regulation"
"92","ENSMUSG00000000804",33.6798389415592,0.0991877131974696,0.340252579059831,0.291512009906112,0.770659759969143,0.999286210819731,"Usp32","not"
"93","ENSMUSG00000000805",29.4034852387539,0.853077019348148,0.401599244669835,2.12419976050873,0.0336534432565085,0.744127823912612,"Car4","up"
"94","ENSMUSG00000000811",31.9643866066697,-0.0311414429763727,0.342056082823831,-0.0910419213109314,0.927459280960973,0.999286210819731,"Txnrd3","not"
"95","ENSMUSG00000000823",41.0910412049016,0.186441353076575,0.312326978144492,0.596942839149558,0.550545544522607,0.999286210819731,"Znf512b","not"
"96","ENSMUSG00000000826",115.149430493894,-0.027747680932909,0.204817847789708,-0.135474917016989,0.892236394731774,0.999286210819731,"Dnajc5","not"
"97","ENSMUSG00000000827",70.3453196103547,-0.0345964487316888,0.241643832693172,-0.143171246483322,0.88615493783064,0.999286210819731,"Tpd52l2","not"
"98","ENSMUSG00000000838",45.0914713225243,0.175436172257776,0.298087567322567,0.588539045199199,0.556170534076209,0.999286210819731,"Fmr1","not"
"99","ENSMUSG00000000861",15.9821350878905,-0.252658062887051,0.466842530117641,-0.541206181072197,0.588365477580629,0.999286210819731,"Bcl11a","down"
"100","ENSMUSG00000000876",30.1074501795535,-0.585153631161427,0.352879324995918,-1.65822588548704,0.0972718818799019,0.999286210819731,"Pxmp4","down"
"101","ENSMUSG00000000881",10.415484501988,0.128180809017391,0.576604109774336,0.222302975030054,0.824078036306506,NA,"Dlg3","not"
"102","ENSMUSG00000000884",4.42257619474611,-0.281959720127558,0.866870327042455,-0.32526170446915,0.744983011796237,NA,"Gnb1l","down"
"103","ENSMUSG00000000889",2.28257203827048,-1.57590461433291,1.24210575525261,-1.26873626313117,0.20453514423425,NA,"Dbh","down"
"104","ENSMUSG00000000901",15.8392275211551,-0.378628192112832,0.470633146563137,-0.804508128842636,0.421103576617442,0.999286210819731,"Mmp11","down"
"105","ENSMUSG00000000902",40.9488020657514,-0.286460495211633,0.30684683321192,-0.933561843259408,0.350529955592349,0.999286210819731,"Smarcb1","down"
"106","ENSMUSG00000000915",39.1005853202843,0.434834377406713,0.314341486313454,1.38331844932841,0.166567243460957,0.999286210819731,"Hip1r","up"
"107","ENSMUSG00000000916",11.9832871523424,0.211050834412008,0.548204606865985,0.384985517758703,0.700248145300279,NA,"Nsun5","up"
"108","ENSMUSG00000000934",7.56313464194185,-0.0664958454626489,0.671851670105798,-0.0989739974184743,0.921158915767812,NA,"Top1mt","not"
"109","ENSMUSG00000000948",41.2365628061546,-0.331092559807963,0.302575995993401,-1.09424595537044,0.273847121218918,0.999286210819731,"Snrpn","down"
"110","ENSMUSG00000000957",96.5898391949654,-0.406871681874804,0.235039693367038,-1.7310764664734,0.0834381270890086,0.999286210819731,"Mmp14","down"
"111","ENSMUSG00000000958",7.99020452622404,-0.495696200287563,0.649413824572736,-0.763297887311981,0.445285761770696,NA,"Slc7a7","down"
"112","ENSMUSG00000000959",145.125002259723,-0.124185211034888,0.190078838323245,-0.65333527987845,0.513540152791096,0.999286210819731,"Oxa1l","not"
"113","ENSMUSG00000000976",15.6972269210061,0.0472420903722635,0.473164207641569,0.0998429078305312,0.92046904269875,0.999286210819731,"Heatr6","not"
"114","ENSMUSG00000001016",63.2087094535004,-0.0675827795628895,0.255639564481961,-0.264367449145997,0.791496791328589,0.999286210819731,"Ilf2","not"
"115","ENSMUSG00000001017",124.278577711908,-0.0591631302950535,0.194084745619978,-0.304831428694021,0.760494543370471,0.999286210819731,"Chtop","not"
"116","ENSMUSG00000001018",54.6514631718446,-0.0438107727412739,0.268022141954761,-0.163459527715694,0.870156636716945,0.999286210819731,"Snapin","not"
"117","ENSMUSG00000001020",2.42525561842166,0.104705646601486,1.18122238818618,0.0886417728352294,0.929366608810495,NA,"S100a4","not"
"118","ENSMUSG00000001025",20.2613296150708,0.359061704804629,0.424115678140747,0.846612665626265,0.397211051927292,0.999286210819731,"S100a6","up"
"119","ENSMUSG00000001027",1.28359412570173,-3.27309452449896,1.79714876830419,-1.82127077191694,0.0685657070922919,NA,"Scn4a","down"
"120","ENSMUSG00000001029",45.8003936727837,-0.179567003604203,0.296603708699714,-0.605410513548227,0.544906267086236,0.999286210819731,"Icam2","not"
"121","ENSMUSG00000001034",19.8322393027219,0.0306810643246578,0.423981571291014,0.0723641459963335,0.942312117311019,0.999286210819731,"Mapk7","not"
"122","ENSMUSG00000001036",40.8078650741784,0.0666323051938157,0.307683763926826,0.216561005180834,0.828550477873532,0.999286210819731,"Epn2","not"
"123","ENSMUSG00000001039",3.7098256640149,0.310414730321612,0.950374700992928,0.326623520172936,0.74395265188389,NA,"B9d1","up"
"124","ENSMUSG00000001052",48.3726647858538,0.00632216972663721,0.285291172068823,0.0221604113467348,0.982319996997843,0.999286210819731,"Sec24b","not"
"125","ENSMUSG00000001053",30.5408150270234,0.592918755607447,0.354427799823482,1.67289009468993,0.0943489341299277,0.999286210819731,"N4bp3","up"
"126","ENSMUSG00000001054",21.4035655943646,0.064462726484976,0.410548148300599,0.157016239756066,0.875232049381393,0.999286210819731,"Rmnd5b","not"
"127","ENSMUSG00000001056",25.2537407531877,0.298819424213153,0.388623281294743,0.768917969138652,0.441942009373496,0.999286210819731,"Nhp2","up"
"128","ENSMUSG00000001062",26.1111420535336,0.0171816287606475,0.37391651530343,0.0459504409606105,0.963349750534663,0.999286210819731,"Vps9d1","not"
"129","ENSMUSG00000001065",16.2649573710086,0.231787288306889,0.468155097018115,0.495107902879289,0.62052395558844,0.999286210819731,"Zfp276","up"
"130","ENSMUSG00000001082",16.5509501746429,-0.104480837378316,0.459577288778947,-0.227341167480037,0.820158464016366,0.999286210819731,"Mfsd10","not"
"131","ENSMUSG00000001089",58.2166204922218,-0.0825287018680583,0.262742945313251,-0.314104349289625,0.753441786334234,0.999286210819731,"Luzp1","not"
"132","ENSMUSG00000001098",92.4653370915428,0.152581774680757,0.219508003414248,0.695108024798577,0.48698760607889,0.999286210819731,"Kctd10","not"
"133","ENSMUSG00000001100",148.399911736647,-0.0497331530459413,0.184363196342375,-0.269756404925761,0.787347663624114,0.999286210819731,"Poldip2","not"
"134","ENSMUSG00000001105",48.6548219103581,-0.0675577714976183,0.281539872285029,-0.239958095275483,0.810362742702707,0.999286210819731,"Ift20","not"
"135","ENSMUSG00000001119",240.702756259895,-0.190691473933238,0.175124243735505,-1.08889249064364,0.276201298120895,0.999286210819731,"Col6a1","not"
"136","ENSMUSG00000001120",4.99399821984443,-0.172992907958994,0.814596690728954,-0.212366327936084,0.831821253052746,NA,"Pcbp3","not"
"137","ENSMUSG00000001123",66.9159983664935,0.00274506522650018,0.262428265298241,0.0104602498643982,0.991654080328676,0.999286210819731,"Lgals9","not"
"138","ENSMUSG00000001127",59.2158542368189,0.0455645697426547,0.269967208719749,0.168778163684149,0.865971134757191,0.999286210819731,"Araf","not"
"139","ENSMUSG00000001128",5.42302982949417,0.768787031654436,0.808000753790645,0.951468210948762,0.341366748343909,NA,"Cfp","up"
"140","ENSMUSG00000001131",10.699181395285,-0.0745448563030816,0.575139077471439,-0.129611878627363,0.896873504743096,NA,"Timp1","not"
"141","ENSMUSG00000001134",15.4088296524801,-0.223042207057259,0.475912120513312,-0.468662590094762,0.639310831029347,0.999286210819731,"Uxt","down"
"142","ENSMUSG00000001138",27.4006606263548,0.0902254630141067,0.371764211636968,0.242695397216483,0.808241373360479,0.999286210819731,"Cnnm3","not"
"143","ENSMUSG00000001143",23.1153864483351,-0.281912980082399,0.392613038297612,-0.718042837560328,0.472730874073422,0.999286210819731,"Lman2l","down"
"144","ENSMUSG00000001150",39.3825416143165,0.121030782300947,0.316244596580793,0.382712569983868,0.701932893283663,0.999286210819731,"Mcm3ap","not"
"145","ENSMUSG00000001151",41.1008197159398,0.215118376493959,0.309160364231819,0.69581486303547,0.48654477996914,0.999286210819731,"Pcnt","up"
"146","ENSMUSG00000001155",6.706120289529,0.731184152120674,0.729582259043955,1.00219563052262,0.316249117736177,NA,"Ftcd","up"
"147","ENSMUSG00000001156",15.843856873464,0.897086084254354,0.499630814735004,1.79549791125304,0.0725744052501537,0.999286210819731,"Mxd1","up"
"148","ENSMUSG00000001157",14.5546925269532,0.0407600517539738,0.4885356369435,0.0834331186338568,0.933507155443132,0.999286210819731,"Gmcl1","not"
"149","ENSMUSG00000001158",28.3950186926557,-0.105055090812763,0.358260346300649,-0.293236725463895,0.769341214394925,0.999286210819731,"Snrnp27","not"
"150","ENSMUSG00000001166",2.71106898602554,1.14349841302831,1.158159528959,0.987341022057759,0.323475486694854,NA,"Oas1c","up"
"151","ENSMUSG00000001173",21.6906645380038,0.425968606028515,0.411124687328196,1.03610563694627,0.300152862724178,0.999286210819731,"Ocrl","up"
"152","ENSMUSG00000001175",286.937390292735,-0.138317958301494,0.160638703065237,-0.861050018844598,0.389210495161227,0.999286210819731,"Calm1","not"
"153","ENSMUSG00000001211",167.931438648232,-0.664343118487176,0.178403063921468,-3.72383244931049,0.000196221177273728,0.0182032876763166,"Agpat3","down"
"154","ENSMUSG00000001225",1.14119177910287,-0.450333970344654,1.71101906616687,-0.263196348450704,0.792399245130498,NA,"Slc26a3","down"
"155","ENSMUSG00000001227",6.85082385499904,0.865383883443232,0.732108015286898,1.18204399538517,0.237188244474798,NA,"Sema6b","up"
"156","ENSMUSG00000001228",22.3969719589734,-1.13861215593078,0.418979200280202,-2.71758635075276,0.00657599935142985,0.260631861618642,"Uhrf1","down"
"157","ENSMUSG00000001229",34.6725853672677,-0.0696462387502052,0.328122667814745,-0.212256712448549,0.831906764412542,0.999286210819731,"Dpp9","not"
"158","ENSMUSG00000001240",83.0426671740719,0.209468249447877,0.240707207744584,0.870220096068522,0.384180135673495,0.999286210819731,"Ramp2","up"
"159","ENSMUSG00000001247",3.85150836946048,0.103669259454668,0.943258083008537,0.109905508706603,0.912484313697333,NA,"Lsr","not"
"160","ENSMUSG00000001248",52.5133764986007,0.367170054014388,0.292941571733321,1.25339005946428,0.210063787343703,0.999286210819731,"Gramd1a","up"
"161","ENSMUSG00000001249",1.71263136424992,0.00138169808730536,1.37681425247198,0.00100354719950393,0.99919928531788,NA,"Hpn","not"
"162","ENSMUSG00000001270",168.950529020149,0.436643279199372,0.182091966183054,2.39792720322664,0.0164881417088482,0.484992656118802,"Ckb","up"
"163","ENSMUSG00000001280",52.0866127155389,-0.0604920043097837,0.284189702765615,-0.212857833063974,0.831437852964019,0.999286210819731,"Sp1","not"
"164","ENSMUSG00000001285",19.8321701740444,-0.0776510780271742,0.42250588497365,-0.183786973835919,0.854180575442721,0.999286210819731,"Myg1","not"
"165","ENSMUSG00000001288",15.9840489135752,0.278342163086059,0.475512864800966,0.585351488234844,0.558311400843088,0.999286210819731,"Rarg","up"
"166","ENSMUSG00000001289",114.289956856615,0.0898155354296536,0.204003217667368,0.44026528824707,0.65974497828065,0.999286210819731,"Pfdn5","not"
"167","ENSMUSG00000001300",47.2327561674151,0.107741020580201,0.293906851684761,0.366582201002113,0.713930686851198,0.999286210819731,"Efnb2","not"
"168","ENSMUSG00000001305",10.700710385555,0.0942351766463348,0.57563713381653,0.163705868003245,0.869962697875674,NA,"Rrp15","not"
"169","ENSMUSG00000001313",6.99043763277478,0.211234412959843,0.700501282375627,0.301547503586972,0.762997032026285,NA,"Rnd2","up"
"170","ENSMUSG00000001323",30.9646071355051,-0.0554384828307516,0.345614003053653,-0.160405777372815,0.872561438864098,0.999286210819731,"Srr","not"
"171","ENSMUSG00000001333",2.14034766258689,-0.248257100170167,1.22363688076938,-0.202884617219179,0.839225217921621,NA,"Sync","down"
"172","ENSMUSG00000001334",120.883560511549,0.370764158348122,0.215035521287683,1.72419959329463,0.0846718175423892,0.999286210819731,"Fndc5","up"
"173","ENSMUSG00000001348",1.56998053861339,0.378296400544844,1.46252762375876,0.258659319933121,0.79589810955935,NA,"Acp5","up"
"174","ENSMUSG00000001349",38.0857055184473,-0.650090244199852,0.326298532726828,-1.99231739955171,0.0463362438040087,0.907379880422758,"Cnn1","down"
"175","ENSMUSG00000001366",51.6549606717871,0.0346257296427582,0.280538389812434,0.123425994089111,0.901769774136928,0.999286210819731,"Fbxo9","not"
"176","ENSMUSG00000001376",22.4053078699374,-0.00234852519606986,0.405322652687612,-0.00579421155096383,0.995376913929866,0.999286210819731,"Ccdc132","not"
"177","ENSMUSG00000001380",44.0906920288559,-0.0758979127436651,0.296381482151264,-0.256081831404464,0.797887650777672,0.999286210819731,"Hars","not"
"178","ENSMUSG00000001383",47.0843818872307,-0.181301163918128,0.290549033990597,-0.623995066953122,0.532630824762828,0.999286210819731,"Zmat2","not"
"179","ENSMUSG00000001403",50.5070534537412,0.670157160891692,0.301654847171612,2.22160249429189,0.0263101811671968,0.643798693952104,"Ube2c","up"
"180","ENSMUSG00000001415",56.3562865530791,-0.143848642685574,0.269470624293293,-0.533819384071372,0.593466501318745,0.999286210819731,"Smg5","not"
"181","ENSMUSG00000001416",162.232437084138,-0.0526641497862245,0.181241326873593,-0.290574730910877,0.771376588370827,0.999286210819731,"Cct3","not"
"182","ENSMUSG00000001418",52.3661260809477,-0.0907347568052657,0.274198425388393,-0.330909109622869,0.740713140782659,0.999286210819731,"0610031J06Rik","not"
"183","ENSMUSG00000001419",130.425914517973,-0.116206027528792,0.193664197291326,-0.600038774095065,0.548480394835878,0.999286210819731,"Mef2d","not"
"184","ENSMUSG00000001424",104.875152752417,-0.32952727270507,0.208381974001063,-1.58136170023703,0.11379535936633,0.999286210819731,"Snd1","down"
"185","ENSMUSG00000001435",197.605830583473,-0.125244480689255,0.207226166745742,-0.604385453131141,0.545587404908467,0.999286210819731,"Col18a1","not"
"186","ENSMUSG00000001436",6.42035857601972,-0.351275567345509,0.722529558229182,-0.486174666966479,0.626843331031449,NA,"Slc19a1","down"
"187","ENSMUSG00000001440",215.319308876307,-0.167720410729781,0.165445318192307,-1.01375132619244,0.310701426116333,0.999286210819731,"Kpnb1","not"
"188","ENSMUSG00000001441",97.7431770468957,-0.268263917637508,0.21858920885573,-1.22725142307718,0.219728107251872,0.999286210819731,"Npepps","down"
"189","ENSMUSG00000001445",56.0774690103482,-0.229366295925696,0.269725548615334,-0.850369188618478,0.395119860740535,0.999286210819731,"Mrpl10","down"
"190","ENSMUSG00000001467",27.5351450413373,-1.24559951549281,0.381993385560215,-3.2607881774342,0.00111103004778055,0.0699948930101744,"Cyp51","down"
